Molecule ChEMBL ID,Smiles,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Standard Value,pIC50,pChEMBL Value,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value
CHEMBL72399,CCCc1cc(CN2CCN(C[C@@H](O)[C@H](Cc3ccccc3)NC(=O)O[C@@H]3CCS(=O)(=O)[C@@H]3C(C)C)[C@H](C(=O)NC(C)(C)C)C2)ccn1,,,685.93,1,3.35,1.1,8.958607315,8.96,UO_0000065,13.06,0.25,5.61,6.35,0,In vitro inhibitory activity against HIV-1 protease enzyme.,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1128832,1,Scientific Literature,Bioorg Med Chem Lett,1995,,,,
CHEMBL72487,CC(C)[C@@H]1[C@H](OC(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN2CCN(Cc3ccncc3)C[C@H]2C(=O)NC(C)(C)C)CCS1(=O)=O,,,643.85,1,2.39,1.3,8.886056648,8.89,UO_0000065,13.8,0.27,6.5,6.29,0,In vitro inhibitory activity against HIV-1 protease enzyme.,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1128832,1,Scientific Literature,Bioorg Med Chem Lett,1995,,,,
CHEMBL72497,CCCCc1cc(CN2CCN(C[C@@H](O)[C@H](Cc3ccccc3)NC(=O)O[C@@H]3CCS(=O)(=O)[C@@H]3C(C)C)[C@H](C(=O)NC(C)(C)C)C2)cc(CCCC)n1,,,756.07,2,5.08,0.95,9.022276395,9.02,UO_0000065,11.93,0.23,3.94,6.39,0,In vitro inhibitory activity against HIV-1 protease enzyme.,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1128832,1,Scientific Literature,Bioorg Med Chem Lett,1995,,,,
CHEMBL72784,CC(C)(C)NC(=O)[C@@H]1CN(CCCc2ccccc2)CCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1,,,580.77,1,3.01,175,6.756961951,6.76,UO_0000065,11.63,0.22,3.75,6.54,0,In vitro inhibitory activity against HIV-1 protease was evaluated,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1127978,1,Scientific Literature,Bioorg Med Chem Lett,1994,,,,
CHEMBL729,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O,LOPINAVIR,4,628.81,1,4.33,25,7.602059991,7.6,UO_0000065,12.09,0.23,3.27,6.34,0,Inhibition of HIV1 subtype C protease Q7K mutant expressed in Escherichia coli BL21 (DE3) pLysS using Lys-Ala-Arg-Val-Nle-p-nitro-Phe-Glu-Ala-Nle-NH2 as substrate by spectrophotometry,B,BAO_0000019,assay format,Human immunodeficiency virus 1,,,,,,O90781,Q7K,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1828574,1,Scientific Literature,Eur J Med Chem,2011,,,,
CHEMBL73050,CC(C)[C@H](NC(=O)N(C)Cc1ccccn1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)N(C)Cc1ccccn1)C(C)C,A-77003,,795,2,3.69,1,9,,UO_0000065,,,,,0,Compound was evaluated for the inhibition of HIV protease,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1129166,1,Scientific Literature,Bioorg Med Chem Lett,1996,,,,
CHEMBL73308,O=C(Nc1ccccc1C(=O)N[C@H](CC[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1ccccc1NC(=O)OCc1ccccn1)Cc1ccccc1)OCc1ccccn1,,,806.92,2,7.5,14,7.853871964,7.85,UO_0000065,9.73,0.18,0.35,4.34,0,Compound was evaluated for the inhibition of HIV protease,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1129166,1,Scientific Literature,Bioorg Med Chem Lett,1996,,,,
CHEMBL73662,CC(C)(C)NC(=O)[C@@H]1CN(CCc2ccccc2)CCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1,,,566.74,1,2.62,478,6.320572103,6.32,UO_0000065,11.15,0.21,3.7,6.11,0,In vitro inhibitory activity against HIV-1 protease was evaluated,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1127978,1,Scientific Literature,Bioorg Med Chem Lett,1994,,,,
CHEMBL73723,CC(C)(C)NC(=O)[C@@H]1CN(C(=O)c2ccccc2)CCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1,,,566.7,1,2.22,414,6.382999659,6.38,UO_0000065,11.26,0.21,4.16,5.3,0,In vitro inhibitory activity against HIV-1 protease was evaluated,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1127978,1,Scientific Literature,Bioorg Med Chem Lett,1994,,,,
CHEMBL73804,CC(C)(C)NC(=O)[C@@H]1CN(Cc2ccccn2)CCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1,,,553.7,1,1.97,957,6.019088062,6.02,UO_0000065,10.87,0.21,4.05,5.18,0,In vitro inhibitory activity against HIV-1 protease was evaluated,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1127978,1,Scientific Literature,Bioorg Med Chem Lett,1994,,,,
CHEMBL73875,CCCC[C@H](CN[C@H](CCCC)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCN=C(N)N)C(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](NC(C)=O)[C@@H](C)O)[C@@H](C)CC,,,769.99,2,-2,0.78,9.107905397,9.11,UO_0000065,11.83,0.23,11.11,2.77,0,The compound was tested for its affinity against HIV-1 protease,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1125598,1,Scientific Literature,J Med Chem,1991,,,,
CHEMBL73934,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)c1cc(=O)c2ccccc2o1)[C@H]1CCOC1,,,700.88,1,3.81,0.11,9.958607315,9.96,UO_0000065,14.21,0.27,6.15,6.63,0,Tested for inhibitory concentration against HIV-1 protease,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1126759,1,Scientific Literature,J Med Chem,1993,,,,
CHEMBL74077,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)c1ccc2ccccc2n1)[C@@H]1CCSC1,,,699.96,1,4.97,3.3,8.48148606,8.48,UO_0000065,12.12,0.23,3.51,6.86,0,Tested for inhibitory concentration against HIV-1 protease,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1126759,1,Scientific Literature,J Med Chem,1993,,,,
CHEMBL74166,CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)N[C@H]1Cc2ccc(cc2)OCCCNC(=O)[C@H](C(C)C)NC1=O)C(C)C,,,800.95,2,1.44,6,8.22184875,8.22,UO_0000065,10.27,0.19,6.78,3.67,0,Inhibitory concentration against human immunodeficiency virus (HIV) protease,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1133785,1,Scientific Literature,Bioorg Med Chem Lett,2001,,,,
CHEMBL74275,Cc1cc(SC2=C(O)OC(CCc3cncnc3)(C(C)C)CC2=O)c(C(C)(C)C)cc1CO,,,470.64,1,5.41,17,7.769551079,7.77,UO_0000065,16.51,0.32,2.36,8.4,0,HIV-1 protease inhibition.,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1134529,1,Scientific Literature,J Med Chem,2001,,,,
CHEMBL74472,CC(C)[C@H](NC(=O)c1cnc2ccccc2n1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,,,656.87,1,4.27,0.39,9.408935393,9.41,UO_0000065,14.32,0.27,5.14,6.89,0,Tested for inhibitory concentration against HIV-1 protease,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1126759,1,Scientific Literature,J Med Chem,1993,,,,
CHEMBL74508,Cc1cc(SC2=C(O)OC(CCc3cccnc3)(C(C)C)CC2=O)c(C(C)(C)C)cc1CO,,,469.65,1,6.02,0.94,9.026872146,9.03,UO_0000065,19.22,0.37,3.01,11.33,0,HIV-1 protease inhibition.,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1134529,1,Scientific Literature,J Med Chem,2001,,,,
CHEMBL74629,CC(C)(C)NC(=O)[C@@H]1CN(Cc2ccccc2)CCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1,,,552.72,1,2.57,102,6.991399828,6.99,UO_0000065,12.65,0.24,4.42,6.76,0,In vitro inhibitory activity against HIV-1 protease was evaluated,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1127978,1,Scientific Literature,Bioorg Med Chem Lett,1994,,,,
CHEMBL74654,Cc1cnc(CCC2(C(C)C)CC(=O)C(Sc3cc(C)c(CO)cc3C(C)(C)C)=C(O)O2)s1,,,489.7,1,6.39,19,7.721246399,7.72,UO_0000065,15.77,0.32,1.33,9.69,0,HIV-1 protease inhibition.,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1134529,1,Scientific Literature,J Med Chem,2001,,,,
CHEMBL74699,CC(C)(C)NC(=O)[C@@H]1CN(Cc2ccc(O)cc2)CCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1,,,568.72,1,2.28,153,6.815308569,6.82,UO_0000065,11.98,0.23,4.54,5.51,0,In vitro inhibitory activity against HIV-1 protease was evaluated,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1127978,1,Scientific Literature,Bioorg Med Chem Lett,1994,,,,
CHEMBL74787,Cc1cc(SC2=C(O)OC(CCc3csc(C(C)C)n3)(C(C)C)CC2=O)c(C(C)(C)C)cc1CO,,,517.76,2,7.2,1.6,8.795880017,8.8,UO_0000065,16.99,0.34,1.6,11.04,0,HIV-1 protease inhibition.,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1134529,1,Scientific Literature,J Med Chem,2001,,,,
CHEMBL74862,CC(C)(C)NC(=O)[C@@H]1CN(Cc2ccccc2O)CCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1,,,568.72,1,2.28,102,6.991399828,6.99,UO_0000065,12.29,0.23,4.71,5.66,0,In vitro inhibitory activity against HIV-1 protease was evaluated,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1127978,1,Scientific Literature,Bioorg Med Chem Lett,1994,,,,
CHEMBL75070,Cc1cc(SC2=C(O)OC(CCc3scnc3C(C)C)(C(C)C)CC2=O)c(C(C)(C)C)cc1CO,,,517.76,2,7.2,0.8,9.096910013,9.1,UO_0000065,17.57,0.35,1.9,11.42,0,HIV-1 protease inhibition.,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1134529,1,Scientific Literature,J Med Chem,2001,,,,
CHEMBL75082,CC(C)[C@H](NC(=O)c1ccc2ccccc2n1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,,,655.88,1,4.87,0.7,9.15490196,9.15,UO_0000065,13.96,0.26,4.28,7.4,0,Tested for inhibitory concentration against HIV-1 protease,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1126759,1,Scientific Literature,J Med Chem,1993,,,,
CHEMBL75118,Cc1cc(SC2=C(O)OC(CCc3ccccn3)(C(C)C)CC2=O)c(C(C)(C)C)cc1CO,,,469.65,1,6.02,1.2,8.920818754,8.92,UO_0000065,18.99,0.37,2.9,11.2,0,HIV-1 protease inhibition.,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1134529,1,Scientific Literature,J Med Chem,2001,,,,
CHEMBL75270,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccc(O)c2)CCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1,,,568.72,1,2.28,482,6.316952962,6.32,UO_0000065,11.11,0.21,4.04,5.11,0,In vitro inhibitory activity against HIV-1 protease was evaluated,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1127978,1,Scientific Literature,Bioorg Med Chem Lett,1994,,,,
CHEMBL75310,Cc1ccc(CN2CCN(C[C@@H](O)[C@H](Cc3ccccc3)NC(=O)O[C@@H]3CCS(=O)(=O)[C@@H]3C(C)C)[C@H](C(=O)NC(C)(C)C)C2)cn1,,,657.88,1,2.7,2,8.698970004,8.7,UO_0000065,13.22,0.26,6,6.16,0,In vitro inhibitory activity against HIV-1 protease was evaluated,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1127978,1,Scientific Literature,Bioorg Med Chem Lett,1994,,,,
CHEMBL75363,Cc1cc(SC2=C(O)OC(CCc3ccc(N)cc3)(C(C)C)CC2=O)c(C(C)(C)C)cc1CO,,,483.67,1,6.2,0.43,9.366531544,9.37,UO_0000065,19.37,0.38,3.17,10.1,0,HIV-1 protease inhibition.,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1134529,1,Scientific Literature,J Med Chem,2001,,,,
CHEMBL75833,CC(C)[C@@H]1[C@H](OC(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN2CCN(Cc3cccnc3)C[C@H]2C(=O)NC(C)(C)C)CCS1(=O)=O,,,643.85,1,2.39,15,7.823908741,7.82,UO_0000065,12.15,0.24,5.43,5.54,0,In vitro inhibitory activity against HIV-1 protease was evaluated,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1127978,1,Scientific Literature,Bioorg Med Chem Lett,1994,,,,
CHEMBL75904,CN(C)c1ncc(C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN2C[C@H]3CCCC[C@H]3C[C@H]2C(=O)NC(C)(C)C)[C@H]2CCOC2)nc1Cl,,,712.34,1,3.21,0.06,10.22184875,10.22,UO_0000065,14.35,0.28,7.01,6.86,0,Tested for inhibitory concentration against HIV-1 protease,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1126759,1,Scientific Literature,J Med Chem,1993,,,,
CHEMBL76040,Cc1cc(SC2=C(O)OC(CCc3nccs3)(C(C)C)CC2=O)c(C(C)(C)C)cc1CO,,,475.68,1,6.08,0.57,9.244125144,9.24,UO_0000065,19.43,0.39,3.16,11.61,0,HIV-1 protease inhibition.,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1134529,1,Scientific Literature,J Med Chem,2001,,,,
CHEMBL76338,Cc1cc(C)cc(CN2CCN(C[C@@H](O)[C@H](Cc3ccccc3)NC(=O)O[C@@H]3CCS(=O)(=O)[C@@H]3C(C)C)[C@H](C(=O)NC(C)(C)C)C2)c1,,,670.92,1,3.61,78,7.107905397,7.11,UO_0000065,10.59,0.21,3.5,5.54,0,In vitro inhibitory activity against HIV-1 protease was evaluated,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1127978,1,Scientific Literature,Bioorg Med Chem Lett,1994,,,,
CHEMBL76352,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)c1ccc2ccccc2n1)[C@H]1CCS(=O)(=O)C1,,,731.96,1,3.65,0.5,9.301029996,9.3,UO_0000065,12.71,0.24,5.65,5.89,0,Tested for inhibitory concentration against HIV-1 protease,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1126759,1,Scientific Literature,J Med Chem,1993,,,,
CHEMBL76460,CC(C)(C)NC(=O)[C@@H]1CN(C(=O)c2ccccn2)CCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1,,,567.69,1,1.61,257,6.590066877,6.59,UO_0000065,11.61,0.22,4.98,4.94,0,In vitro inhibitory activity against HIV-1 protease was evaluated,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1127978,1,Scientific Literature,Bioorg Med Chem Lett,1994,,,,
CHEMBL77041,Cc1cc(SC2=C(O)OC(CCc3ccc(CO)s3)(C(C)C)CC2=O)c(C(C)(C)C)cc1CO,,,504.71,2,6.17,0.58,9.236572006,9.24,UO_0000065,18.3,0.37,3.07,10.62,0,HIV-1 protease inhibition.,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1134529,1,Scientific Literature,J Med Chem,2001,,,,
CHEMBL77281,CC(C)[C@H](NC(=O)[C@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCc1ccncc1,,,602.78,1,4.58,0.62,9.207608311,9.21,UO_0000065,15.28,0.29,4.63,7.1,0,Inhibitory activity against HIV protease in peptide cleavage assay,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1125211,1,Scientific Literature,J Med Chem,1991,,,,
CHEMBL77431,Cc1cc(SC2=C(O)OC(CCc3cccs3)(C(C)C)CC2=O)c(C(C)(C)C)cc1CO,,,474.69,1,6.68,0.35,9.455931956,9.46,UO_0000065,19.92,0.4,2.78,14.16,0,HIV-1 protease inhibition.,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1134529,1,Scientific Literature,J Med Chem,2001,,,,
CHEMBL77497,Cc1cc(SC2=C(O)OC(CCc3cncs3)(C(C)C)CC2=O)c(C(C)(C)C)cc1CO,,,475.68,1,6.08,0.24,9.619788758,9.62,UO_0000065,20.22,0.41,3.54,12.08,0,HIV-1 protease inhibition.,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1134529,1,Scientific Literature,J Med Chem,2001,,,,
CHEMBL77498,Cc1cc(SC2=C(O)OC(CCc3cscn3)(C(C)C)CC2=O)c(C(C)(C)C)cc1CO,,,475.68,1,6.08,1.3,8.886056648,8.89,UO_0000065,18.68,0.38,2.81,11.16,0,HIV-1 protease inhibition.,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1134529,1,Scientific Literature,J Med Chem,2001,,,,
CHEMBL77621,CC(C)[C@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C[C@H](Cc1ccccc1)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@@H](N)CO)C(C)C)C(N)=O,,,674.84,2,-1.73,19,7.721246399,7.72,UO_0000065,11.44,0.22,9.45,3.24,0,The compound was tested for its affinity against HIV-1 protease,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1125598,1,Scientific Literature,J Med Chem,1991,,,,
CHEMBL77671,CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@@H](N)C(C)C)C(=O)N[C@H](C(=O)O)C(C)C,,,889.06,3,-2.49,3.5,8.455931956,8.46,UO_0000065,9.51,0.18,10.95,2.43,0,The compound was tested for its affinity against HIV-1 protease,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1125598,1,Scientific Literature,J Med Chem,1991,,,,
CHEMBL77685,Cc1nc(CCC2(C(C)C)CC(=O)C(Sc3cc(C)c(CO)cc3C(C)(C)C)=C(O)O2)cs1,,,489.7,1,6.39,13,7.886056648,7.89,UO_0000065,16.1,0.33,1.5,9.9,0,HIV-1 protease inhibition.,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1134529,1,Scientific Literature,J Med Chem,2001,,,,
CHEMBL77786,Cc1cc(SC2=C(O)OC(CCc3csc(CO)c3)(C(C)C)CC2=O)c(C(C)(C)C)cc1CO,,,504.71,2,6.17,0.19,9.721246399,9.72,UO_0000065,19.26,0.39,3.55,11.18,0,HIV-1 protease inhibition.,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1134529,1,Scientific Literature,J Med Chem,2001,,,,
CHEMBL77819,Cc1cc(SC2=C(O)OC(CCc3ncsc3C(C)C)(C(C)C)CC2=O)c(C(C)(C)C)cc1CO,,,517.76,2,7.2,5.8,8.236572006,8.24,UO_0000065,15.91,0.32,1.04,10.34,0,HIV-1 protease inhibition.,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1134529,1,Scientific Literature,J Med Chem,2001,,,,
CHEMBL78185,Cc1cc(SC2=C(O)OC(CCc3nc(C(C)C)cs3)(C(C)C)CC2=O)c(C(C)(C)C)cc1CO,,,517.76,2,7.2,14,7.853871964,7.85,UO_0000065,15.17,0.31,0.65,9.86,0,HIV-1 protease inhibition.,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1134529,1,Scientific Literature,J Med Chem,2001,,,,
CHEMBL78209,Cc1cc(SC2=C(O)OC(CCc3ncsc3C)(C(C)C)CC2=O)c(C(C)(C)C)cc1CO,,,489.7,1,6.39,1.3,8.886056648,8.89,UO_0000065,18.15,0.37,2.5,11.16,0,HIV-1 protease inhibition.,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1134529,1,Scientific Literature,J Med Chem,2001,,,,
CHEMBL78217,Cc1cc(SC2=C(O)OC(CCC3CCCO3)(C(C)C)CC2=O)c(C(C)(C)C)cc1CO,,,462.65,1,5.95,5,8.301029996,8.3,UO_0000065,17.94,0.35,2.35,10.92,0,HIV-1 protease inhibition.,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1134529,1,Scientific Literature,J Med Chem,2001,,,,
